Product_ID,City,Category,Product_Name,Brand,Seller_Name,Price_INR,Stock_Available,Units_Sold,Customer_Rating
1122,Mumbai,Home Appliances,Refrigerator,Sony,Barad-Bali,63925,184,23,3.9
1123,Mumbai,Home Appliances,Refrigerator,Sony,"Dara, Sidhu and Som",41130,309,124,3.9
1124,Mumbai,Home Appliances,Refrigerator,Puma,"Sami, Chawla and Sahota",61411,382,16,4.9
1125,Mumbai,Home Appliances,Washing Machine,Bajaj,Bhattacharyya Ltd,106295,210,112,4.1
1126,Mumbai,Home Appliances,Washing Machine,Apple,Dugar-Subramaniam,30513,18,18,4.4
1127,Mumbai,Home Appliances,Washing Machine,Puma,"Mammen, Magar and Kade",44870,462,265,4.6
1128,Mumbai,Home Appliances,Washing Machine,Prestige,Sankar-Ranganathan,109838,55,44,3.7
1129,Mumbai,Home Appliances,Washing Machine,Bajaj,"Konda, Ramanathan and Sandal",31356,173,118,3.9
1130,Mumbai,Home Appliances,Microwave,Mi,Joshi-Gour,137766,372,175,4.9
1131,Mumbai,Home Appliances,Microwave,Boat,Zacharia-Malhotra,84225,253,79,4.7
1132,Mumbai,Home Appliances,Microwave,Ikea,Chaudry Inc,122324,59,25,4.5
1133,Mumbai,Home Appliances,Microwave,Bajaj,"Salvi, Solanki and Dar",62596,347,65,4.6
1134,Mumbai,Home Appliances,Microwave,Apple,Bhatt-Behl,59354,230,82,4.1
1135,Mumbai,Home Appliances,Air Conditioner,Mi,Agarwal PLC,14017,149,4,3.5
1136,Mumbai,Home Appliances,Air Conditioner,Nike,Bhat and Sons,141409,447,95,4.4
1137,Mumbai,Home Appliances,Air Conditioner,Lenovo,"Kalla, Roy and Date",45278,199,82,4.4
1138,Mumbai,Home Appliances,Air Conditioner,Boat,Comar-Kala,12929,336,89,4.1
1139,Mumbai,Home Appliances,Air Conditioner,Dell,Gara Inc,89908,241,147,3.8
1140,Mumbai,Home Appliances,Mixer Grinder,Godrej,Sem-Saraf,89127,336,123,4.5
1141,Mumbai,Home Appliances,Mixer Grinder,Philips,Sandal Ltd,92575,200,133,4.0
1142,Mumbai,Home Appliances,Mixer Grinder,Prestige,Suresh Group,7368,384,4,3.9
1143,Mumbai,Home Appliances,Mixer Grinder,Mi,Bera Ltd,68841,92,77,4.6
1144,Mumbai,Home Appliances,Mixer Grinder,Reliance,"Gola, Gade and Deshpande",129238,350,249,4.2
1145,Mumbai,Home Appliances,Vacuum Cleaner,Apple,"Balay, Ahluwalia and Ramesh",92300,366,125,4.9
1146,Mumbai,Home Appliances,Vacuum Cleaner,Puma,"Saini, Dayal and Suresh",75892,382,251,4.9
1147,Mumbai,Home Appliances,Vacuum Cleaner,Puma,Balakrishnan-Mani,19818,105,77,4.1
1148,Mumbai,Home Appliances,Vacuum Cleaner,Adidas,"Vyas, Upadhyay and Gour",11988,82,27,4.0
1149,Mumbai,Home Appliances,Vacuum Cleaner,Tata,Ray-Banik,121213,384,233,4.3
1150,Mumbai,Home Appliances,Water Purifier,Lenovo,Thakur-Agate,75931,431,108,4.9
1151,Mumbai,Home Appliances,Water Purifier,HP,Gokhale PLC,89135,22,4,3.8
1152,Mumbai,Home Appliances,Water Purifier,Samsung,"Loyal, Kanda and Krishna",54050,139,34,3.8
1153,Mumbai,Home Appliances,Water Purifier,Lenovo,Virk-Bhardwaj,69979,433,314,4.7
1154,Mumbai,Home Appliances,Water Purifier,Sony,Borah-Gaba,14322,204,176,4.8
1155,Mumbai,Groceries,Rice,Apple,Thakkar Inc,71136,446,150,4.8
1156,Mumbai,Groceries,Rice,Samsung,Grover PLC,45331,39,24,4.6
1157,Mumbai,Groceries,Rice,Prestige,Mahajan-Khatri,71742,377,135,3.9
1158,Mumbai,Groceries,Rice,Boat,Seth-Sandhu,13946,221,41,3.6
1159,Mumbai,Groceries,Rice,Godrej,"Madan, Deshpande and Sood",85981,229,29,4.3
1160,Mumbai,Groceries,Wheat Flour,HP,Verma-Bora,132446,437,140,4.7
1161,Mumbai,Groceries,Wheat Flour,Ikea,"Grewal, Dasgupta and Buch",4615,312,9,4.1
1162,Mumbai,Groceries,Wheat Flour,Samsung,Dass Ltd,137998,465,35,4.0
1163,Mumbai,Groceries,Wheat Flour,LG,Lall LLC,47654,137,68,4.3
1164,Mumbai,Groceries,Wheat Flour,Apple,"Rastogi, Balan and Tripathi",55791,155,43,3.6
1165,Mumbai,Groceries,Cooking Oil,Philips,"Aurora, Babu and Subramanian",31157,214,127,4.2
1166,Mumbai,Groceries,Cooking Oil,Tata,Kata Ltd,123235,65,20,3.9
1167,Mumbai,Groceries,Cooking Oil,Bajaj,"Khanna, Sur and Kalla",53396,74,72,4.6
1168,Mumbai,Groceries,Cooking Oil,HP,Sama Inc,10602,153,108,4.7
1169,Mumbai,Groceries,Cooking Oil,Godrej,"Shah, Vyas and Grewal",86049,262,57,4.5
1170,Mumbai,Groceries,Sugar,Apple,Dhingra-Sangha,79448,85,50,4.0
1171,Mumbai,Groceries,Sugar,Prestige,Chopra Ltd,131989,155,130,4.5
1172,Mumbai,Groceries,Sugar,Prestige,Bassi and Sons,144394,107,17,4.3
1173,Mumbai,Groceries,Sugar,Sony,Kamdar-Mander,65994,102,43,4.1
1174,Mumbai,Groceries,Sugar,Boat,Sant-Chander,25427,236,77,3.7
1175,Mumbai,Groceries,Tea Powder,Tata,Bedi-Sehgal,44697,324,262,4.6
1176,Mumbai,Groceries,Tea Powder,Samsung,Banerjee-Tank,30215,307,119,4.2
1177,Mumbai,Groceries,Tea Powder,Samsung,"Sant, Gopal and Bora",110494,441,74,4.3
1178,Mumbai,Groceries,Tea Powder,Dell,"Dhingra, Sant and Wali",148034,399,356,4.1
1179,Mumbai,Groceries,Tea Powder,Reliance,Gera Group,100873,73,43,5.0
1180,Mumbai,Groceries,Milk,Mi,"Borde, Ahuja and Samra",96066,33,32,4.2
1181,Mumbai,Groceries,Milk,Bajaj,"Rajagopal, Salvi and Bassi",147088,276,173,4.6
1182,Mumbai,Groceries,Milk,Samsung,Chanda PLC,128225,368,201,4.3
1183,Mumbai,Groceries,Milk,Boat,Sane Ltd,43465,129,110,4.5
1184,Mumbai,Groceries,Milk,Bajaj,Buch LLC,100803,232,81,4.0
1185,Mumbai,Groceries,Biscuits,LG,Dube-Mander,105759,319,151,4.6
1186,Mumbai,Groceries,Biscuits,Tata,Rastogi LLC,85865,28,6,4.3
1187,Mumbai,Groceries,Biscuits,Nike,Gala-Walia,57208,468,151,4.6
1188,Mumbai,Groceries,Biscuits,Bajaj,Sathe-Sampath,5012,371,345,3.6
1189,Mumbai,Groceries,Biscuits,Boat,"Vasa, Bhattacharyya and Kothari",140250,52,29,3.7
1190,Mumbai,Sports,Cricket Bat,Puma,Kapadia Inc,71357,74,30,4.6
1191,Mumbai,Sports,Cricket Bat,Adidas,Sabharwal Group,27448,360,146,3.8
1192,Mumbai,Sports,Cricket Bat,Dell,Varty-Gade,37494,20,9,4.2
1193,Mumbai,Sports,Cricket Bat,Mi,Raja and Sons,16260,120,108,4.0
1194,Mumbai,Sports,Cricket Bat,Mi,"Das, Walia and Chandran",89728,408,249,4.3
1195,Mumbai,Sports,Football,Sony,Ramachandran-Kari,80089,331,163,4.6
1196,Mumbai,Sports,Football,Nike,Shah-Sharma,14170,133,98,4.5
1197,Mumbai,Sports,Football,Apple,Borah-Dara,124299,218,88,4.8
1198,Mumbai,Sports,Football,Samsung,Tailor Group,89073,216,41,3.7
1199,Mumbai,Sports,Football,Boat,Batra-Kumer,51997,146,133,4.5
1200,Mumbai,Sports,Badminton Racket,Bajaj,Agate-Desai,27942,388,74,4.6
1201,Mumbai,Sports,Badminton Racket,Godrej,"Acharya, Anand and Vora",35105,372,344,4.0
1202,Mumbai,Sports,Badminton Racket,Tata,Batra LLC,58912,377,224,4.2
1203,Mumbai,Sports,Badminton Racket,Samsung,"Ahluwalia, Sood and Lata",80358,448,329,4.9
1204,Mumbai,Sports,Badminton Racket,Puma,"Hari, Gupta and Kari",37691,202,184,4.0
1205,Mumbai,Sports,Gym Gloves,HP,Badami-Subramaniam,80423,488,287,3.6
1206,Mumbai,Sports,Gym Gloves,Philips,Gopal-Brahmbhatt,33616,33,14,4.0
1207,Mumbai,Sports,Gym Gloves,Apple,"Krishna, Sidhu and Chad",1170,33,15,3.5
1208,Mumbai,Sports,Gym Gloves,Reliance,Keer-Dutta,130791,159,33,4.2
1209,Mumbai,Sports,Gym Gloves,Sony,"Bal, Mangal and Mangat",12932,315,81,3.5
1210,Mumbai,Sports,Yoga Mat,Prestige,Ramesh-Thakur,108155,78,41,4.0
1211,Mumbai,Sports,Yoga Mat,Tata,"Sawhney, Setty and Rana",42252,39,2,4.4
1212,Mumbai,Sports,Yoga Mat,HP,Khalsa Inc,45176,95,20,4.6
1213,Mumbai,Sports,Yoga Mat,Prestige,"Ahuja, Lad and Thaman",368,293,126,4.6
1214,Mumbai,Sports,Yoga Mat,Samsung,"Golla, Sani and Goda",147756,421,197,4.1
1215,Mumbai,Sports,Cycling Helmet,Bajaj,Soni-Saraf,27402,242,110,4.0
1216,Mumbai,Sports,Cycling Helmet,Godrej,Raman-Gour,127246,292,263,4.4
1217,Mumbai,Sports,Cycling Helmet,Apple,"Maharaj, Sane and Yohannan",125918,22,14,3.7
1218,Mumbai,Sports,Cycling Helmet,Adidas,Bains Inc,47386,183,37,4.6
1219,Mumbai,Sports,Cycling Helmet,Tata,Khanna Inc,118263,355,34,3.6
1220,Mumbai,Beauty,Face Wash,Bajaj,Dhawan and Sons,1190,490,358,4.5
1221,Mumbai,Beauty,Face Wash,Dell,"Saran, Baria and Viswanathan",124106,482,208,4.9
1222,Mumbai,Beauty,Face Wash,Reliance,"Batra, Rajan and Hayer",12142,150,137,4.0
1223,Mumbai,Beauty,Face Wash,Godrej,"Baria, Kashyap and Kakar",112891,453,77,4.7
1224,Mumbai,Beauty,Face Wash,Sony,"Dugal, Batra and Zacharia",12281,119,101,4.4
1225,Mumbai,Beauty,Lipstick,Nike,Sama LLC,117626,229,225,4.9
1226,Mumbai,Beauty,Lipstick,Boat,Toor Group,74716,156,38,4.5
1227,Mumbai,Beauty,Lipstick,Apple,Sankar Group,40124,399,56,4.4
1228,Mumbai,Beauty,Lipstick,Reliance,"Kala, Bala and Chand",30048,201,194,4.2
1229,Mumbai,Beauty,Lipstick,Apple,"Lanka, Vig and Keer",77622,168,59,4.4
1230,Mumbai,Beauty,Perfume,Puma,Johal-Dalal,134851,110,71,3.7
1231,Mumbai,Beauty,Perfume,Adidas,Chhabra-Sridhar,137979,216,19,4.0
1232,Mumbai,Beauty,Perfume,Philips,Kala and Sons,115134,237,39,4.5
1233,Mumbai,Beauty,Perfume,Reliance,Devan-Kaur,76663,292,165,4.1
1234,Mumbai,Beauty,Perfume,Adidas,Madan-Ramaswamy,91316,141,98,4.5
1235,Mumbai,Beauty,Shampoo,Reliance,Aurora Group,87363,59,25,4.6
1236,Mumbai,Beauty,Shampoo,Godrej,Krishna-Hayre,75874,149,85,4.2
1237,Mumbai,Beauty,Shampoo,Tata,Ramachandran-Loke,29379,236,113,4.4
1238,Mumbai,Beauty,Shampoo,LG,Rastogi Inc,134295,165,29,4.5
1239,Mumbai,Beauty,Shampoo,Reliance,"Thaman, Saran and Raman",91640,39,9,4.1
1240,Mumbai,Beauty,Body Lotion,Apple,"Kala, Jayaraman and Mane",127195,33,4,3.7
1241,Mumbai,Beauty,Body Lotion,Apple,"Iyer, Deol and Kumar",55433,91,57,4.4
1242,Mumbai,Beauty,Body Lotion,Apple,Tailor-Sethi,98931,25,24,3.6
1243,Mumbai,Beauty,Body Lotion,HP,Butala-Bhandari,77460,496,462,4.3
1244,Mumbai,Beauty,Body Lotion,Boat,Kari-Ganesh,141485,184,115,4.4
1245,Mumbai,Beauty,Hair Dryer,Sony,Buch LLC,136400,364,157,3.5
1246,Mumbai,Beauty,Hair Dryer,Dell,Borah Inc,30398,137,64,3.6
1247,Mumbai,Beauty,Hair Dryer,Apple,Vasa and Sons,68151,333,139,4.9
1248,Mumbai,Beauty,Hair Dryer,HP,Buch Ltd,89139,60,27,3.9
1249,Mumbai,Beauty,Hair Dryer,Bajaj,"Savant, Hora and Raj",91746,155,154,4.2
1250,Delhi,Electronics,Smartphone,Ikea,Golla-Choudhary,5161,376,250,4.9
1251,Delhi,Electronics,Smartphone,Ikea,Din-Andra,125477,294,106,4.9
1252,Delhi,Electronics,Smartphone,Mi,Bawa-Lata,91896,133,46,3.6
1253,Delhi,Electronics,Smartphone,Prestige,"Ratti, Deep and Shanker",108635,495,31,4.8
1254,Delhi,Electronics,Smartphone,Adidas,"Krish, Sem and Devan",40263,261,256,3.5
1255,Delhi,Electronics,Laptop,Mi,Ramachandran-Ravel,111060,247,39,4.2
1256,Delhi,Electronics,Laptop,Godrej,Jayaraman PLC,123792,195,150,5.0
1257,Delhi,Electronics,Laptop,Bajaj,Dash LLC,69156,181,134,4.8
1258,Delhi,Electronics,Laptop,Puma,Sengupta-Divan,91225,294,85,4.8
1259,Delhi,Electronics,Laptop,Godrej,"Dyal, Hari and Banerjee",1179,157,101,4.7
1260,Delhi,Electronics,Smart TV,Tata,"Kaul, Jaggi and Salvi",10779,406,162,3.6
1261,Delhi,Electronics,Smart TV,Philips,Grewal-Tella,71255,81,54,4.6
1262,Delhi,Electronics,Smart TV,HP,Sura Ltd,62316,442,66,4.4
1263,Delhi,Electronics,Smart TV,Bajaj,Sibal-Bera,130182,176,72,4.0
1264,Delhi,Electronics,Smart TV,Prestige,"Chokshi, Sharma and Mani",6754,300,181,3.9
1265,Delhi,Electronics,Bluetooth Speaker,LG,Kaur-Ahuja,58008,380,223,4.1
1266,Delhi,Electronics,Bluetooth Speaker,Mi,Wason Inc,93416,226,30,4.9
1267,Delhi,Electronics,Bluetooth Speaker,Apple,"Chakrabarti, Dixit and Shan",63000,327,4,3.7
1268,Delhi,Electronics,Bluetooth Speaker,Tata,Wagle LLC,133734,71,64,3.6
1269,Delhi,Electronics,Bluetooth Speaker,Ikea,"Bahl, Raj and Biswas",47761,123,57,4.8
1270,Delhi,Electronics,Tablet,Godrej,Sami LLC,8721,461,443,4.9
1271,Delhi,Electronics,Tablet,Philips,"Bhagat, Khosla and Kapadia",50453,250,118,3.6
1272,Delhi,Electronics,Tablet,Tata,Manda Ltd,40403,482,79,4.3
1273,Delhi,Electronics,Tablet,Philips,Vig Group,10490,443,59,3.6
1274,Delhi,Electronics,Tablet,Bajaj,"Gole, Hayer and Chakrabarti",70541,484,358,4.7
1275,Delhi,Electronics,Gaming Console,Puma,"Shankar, Sahni and Ramaswamy",139741,220,114,4.2
1276,Delhi,Electronics,Gaming Console,Godrej,"Deshmukh, Master and Sarin",126181,450,147,3.6
1277,Delhi,Electronics,Gaming Console,Samsung,Mander-Rastogi,19848,454,102,4.9
1278,Delhi,Electronics,Gaming Console,Boat,"Magar, Lad and Ghose",9304,145,8,3.8
1279,Delhi,Electronics,Gaming Console,Adidas,"Venkataraman, Vora and Wadhwa",136857,92,72,4.5
1280,Delhi,Electronics,Smart Watch,Godrej,Hari Group,78896,109,2,4.8
1281,Delhi,Electronics,Smart Watch,Adidas,D’Alia-Ghose,117216,382,52,4.8
1282,Delhi,Electronics,Smart Watch,Puma,"Batra, Rajagopalan and Bhandari",149614,290,266,3.9
1283,Delhi,Electronics,Smart Watch,HP,Toor-Anne,138796,398,36,4.9
1284,Delhi,Electronics,Smart Watch,Godrej,"Basak, Deol and Warrior",74505,323,177,4.1
1285,Delhi,Electronics,Headphones,Boat,"Deo, Bandi and Bava",111584,35,16,4.9
1286,Delhi,Electronics,Headphones,LG,Varghese-Sood,32274,92,25,4.1
1287,Delhi,Electronics,Headphones,Godrej,Choudhury Inc,57338,45,23,3.6
1288,Delhi,Electronics,Headphones,Nike,Jha Inc,79665,382,300,4.1
1289,Delhi,Electronics,Headphones,Boat,Sarma Ltd,117312,473,260,4.0
1290,Delhi,Furniture,Sofa,LG,"Agate, Sandhu and Edwin",8254,418,52,5.0
1291,Delhi,Furniture,Sofa,Prestige,"Mannan, Rout and Ganesan",109719,258,138,4.7
1292,Delhi,Furniture,Sofa,Dell,Garde Ltd,39451,345,52,3.8
